연번,구인등록일,모집기간,사업장명,모집직종,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
270,2020-10-22,2020-10-22 ~ 2020-11-01,공무원연금공단,사무 보조원(공공기관),계약직,월급,"1,823,000",,무관,무관,무관,,    ,제주특별자치도 서귀포시 서호중앙로 63 (서호동),중소,제주지사,2020-10-27,1588-1519
271,2020-10-22,2020-10-22 ~ 2020-11-30,쿠우쿠우 목포점,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,0년개월,무관,,    ,전라남도 목포시 남악로 22-14 (옥암동) 지하1층 쿠우쿠우,개인,전남지사,2020-10-22,1588-1519
272,2020-10-22,2020-10-22 ~ 2020-11-20,대진산업,주입·포장·상표부착기 등 기타 기계 조작원,상용직,월급,"1,800,000",,무관,무관,무관,,    ,"경기도 화성시 향남읍 토성로 84 대진산업(백토리,산6번지)",중소,경기지역본부,2020-10-26,1588-1519
273,2020-10-22,2020-10-22 ~ 2020-10-30,(사)경기도지체장애인협회수원시지회,그 외 사회복지 종사원,계약직,시급,"8,590",,무관,무관,무관,,사회복지사  사회복지사  ,경기도 수원시 권선구 호매실로 211 3층 (호매실동),중소,경기지역본부,2020-10-26,1588-1519
274,2020-10-22,2020-10-22 ~ 2020-10-23,우리들행복일자리 사회적협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 안양시 만안구 전파로 30 (안양동),개인,경기지역본부,2020-10-22,1588-1519
275,2020-10-22,2020-10-22 ~ 2020-11-12,(주)태스,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,"1,800,000",,무관,무관,무관,,    ,강원도 원주시 천매봉길 19 (주)태스 (단구동),중소,강원지사,2020-10-22,1588-1519
276,2020-10-22,2020-10-22 ~ 2020-11-06,(주)엄마사랑,식품 분야 단순 종사원,상용직,월급,"1,850,000",,무관,0년개월,무관,,    ,충청북도 청주시 청원구 오창읍 양청송대길 95 (송대리),중소,충북지사,2020-10-22,1588-1519
277,2020-10-22,2020-10-22 ~ 2020-11-30,청주아이엠재활요양병원,환경 미화원,상용직,시급,"8,590",,무관,무관,무관,,    ,충청북도 청주시 흥덕구 청남로 1960 5층~9층 (분평동),중소,충북지사,2020-10-22,1588-1519
278,2020-10-22,2020-10-22 ~ 2020-10-29,주식회사 행복누리,판매 관리자(소규모 판매점장 제외),상용직,월급,"2,150,000",,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,대기업,충북지사,2020-10-26,1588-1519
279,2020-10-22,2020-10-22 ~ 2020-10-23,주식회사 행복누리,음료 조리사(바리스타 포함),상용직,시급,"8,700",,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,대기업,충북지사,2020-10-26,1588-1519
280,2020-10-22,2020-10-22 ~ 2020-11-30,팔도농산,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,"8,590",,무관,0년개월,무관,,    ,충청북도 제천시 단양로19길 14 (강제동),개인,충북지사,2020-10-22,1588-1519
281,2020-10-22,2020-10-22 ~ 2020-11-17,농업회사법인(주)화산,식품 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,전라북도 익산시 금마면 호남로 1018 농업회사법인(주)화산,중소,전북지사,2020-10-22,1588-1519
282,2020-10-22,2020-10-22 ~ 2020-11-30,(주)경동기업,환경 미화원,계약직,월급,"1,340,000",,무관,무관,무관,,    ,부산광역시 금정구 남산로 2  (남산동),중소,부산지역본부,2020-10-22,1588-1519
283,2020-10-22,2020-10-22 ~ 2020-11-30,영도구장애인복지관,장애인 생활지도원(장애인활동보조원 포함),상용직,시급,"8,590",,무관,무관,무관,,    ,부산광역시 영도구 함지로79번길 6 (동삼동),"공사,공공",부산지역본부,2020-10-22,1588-1519
284,2020-10-22,2020-10-22 ~ 2020-10-31,NH투자증권(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,"1,000,000",,무관,무관,무관,,    ,서울특별시 영등포구 여의대로 60 NH투자증권빌딩 (여의도동) (중앙동3가),대기업,대구지역본부,2020-10-26,1588-1519
285,2020-10-22,2020-10-22 ~ 2020-10-29,해인재가복지센터,재가 요양보호사,상용직,시급,"8,590",,무관,0년개월,무관,,    ,대구광역시 남구 양지로 142 3층 (대명동),중소,대구지역본부,2020-10-29,1588-1519
286,2020-10-22,2020-10-22 ~ 2020-10-30,(주)동원홈푸드,단체 급식 보조원,상용직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 서초구 마방로 68 14층 (양재동),중소,인천지사,2020-10-22,1588-1519
287,2020-10-22,2020-10-22 ~ 2020-10-30,(주)완전정밀,전기·전자 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,경기도 부천시 오정구 오정로 20-5 . (삼정동),중소,인천지사,2020-10-22,1588-1519
288,2020-10-22,2020-10-22 ~ 2020-11-12,신화푸드 송도갈비 본점,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,0년개월,무관,,    ,인천광역시 연수구 능허대로103번길 44 (옥련동),대기업,인천지사,2020-10-22,1588-1519
289,2020-10-22,2020-10-22 ~ 2020-10-23,사회복지법인 성촌재단 굿프랜드,방역원(해충퇴치원 포함),시간제,시급,"8,590",,무관,0년개월,무관,,    ,인천광역시 부평구 경인로701번길 26 (십정동),"협회,단체",인천지사,2020-10-22,1588-1519
290,2020-10-22,2020-10-22 ~ 2020-11-10,유)라정시내버스,"노선버스 운전원(시내, 마을, 시외, 고속)",상용직,시급,"8,590",,무관,무관,무관,,    ,광주광역시 광산구 평동산단외로 185 (지죽동),중소,광주지역본부,2020-10-29,1588-1519
291,2020-10-22,2020-10-22 ~ 2020-10-31,동양하이테크,기계·금속 분야 단순 종사원,시간제,시급,"8,590",,무관,무관,무관,,    ,충청남도 금산군 추부면 한사래길 13 (자부리),개인,대전지역본부,2020-10-22,1588-1519
292,2020-10-22,2020-10-22 ~ 2020-10-23,(주)노루페인트,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 안양시 만안구 박달로 314 (주)노루페인트,대기업,경기지역본부,2020-10-22,1588-1519
293,2020-10-22,2020-10-22 ~ 2020-11-06,현대그린푸드 한국프랜지2공장지점,주방 보조원(일반 음식점),상용직,시급,"8,590",,무관,0년개월,무관,,    ,울산광역시 남구 신여천로35번길 45 (여천동),대기업,울산지사,2020-10-22,1588-1519
294,2020-10-22,2020-10-22 ~ 2020-10-28,서울대학교병원,의료 보조원,상용직,월급,"1,660,000",,무관,무관,무관,,    ,"서울특별시 종로구 대학로 101 (연건동,서울대학교병원)","공사,공공",서울지역본부,2020-10-22,1588-1519
295,2020-10-22,2020-10-22 ~ 2020-11-30,서울시교육청,"기타 건물 관리원(공원, 종교시설 등)",계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 종로구 송월길 48 (신문로2가),"공사,공공",서울지역본부,2020-10-22,1588-1519
296,2020-10-22,2020-10-22 ~ 2020-11-20,스프링샤인,"팬시, 귀금속, 생활잡화 등 기타 제품 디자이너",상용직,시급,"8,590",,무관,0년개월,고졸,공예,    ,서울특별시 은평구 갈현로11길 30 (구산동),중소,서울지역본부,2020-10-22,1588-1519
297,2020-10-22,2020-10-22 ~ 2020-10-30,전통안마지압원,안마사,상용직,시급,"8,590",,무관,무관,무관,,안마사    ,서울특별시 중구 퇴계로88길 61 (신당동) 3층,개인,서울지역본부,2020-10-26,1588-1519
298,2020-10-22,2020-10-22 ~ 2020-11-20,주식회사행복마루,음료 조리사(바리스타 포함),계약직,시급,"8,590",,무관,무관,무관,,    ,서울특별시 마포구 매봉산로 75 DDMC빌딩 12층 (상암동),중소,서울지역본부,2020-10-22,1588-1519
299,2020-10-22,2020-10-22 ~ 2020-11-01,공무원연금공단,공공행정 사무원,계약직,월급,"1,823,000",,무관,무관,무관,,    ,제주특별자치도 서귀포시 서호중앙로 63 (서호동),중소,서울동부지사,2020-10-22,1588-1519
300,2020-10-22,2020-10-22 ~ 2020-12-18,불스원서비스주식회사,일반상점 판매원,상용직,연봉,"22,800,000",,무관,무관,고졸,,    ,서울특별시 강남구 테헤란로 418 다봉빌딩 7층 (대치동),중소,서울동부지사,2020-10-22,1588-1519
301,2020-10-22,2020-10-22 ~ 2020-12-04,한국가스안전공사,사무 보조원(공공기관),계약직,월급,"1,358,660",,무관,무관,무관,,    ,충청북도 음성군 맹동면 원중로 1390 한국가스안전공사,"공사,공공",경기동부지사,2020-10-22,1588-1519
302,2020-10-22,2020-10-22 ~ 2020-12-04,한국가스안전공사,모니터 요원,계약직,월급,"1,358,660",,무관,무관,무관,,    ,충청북도 음성군 맹동면 원중로 1390 한국가스안전공사,"공사,공공",경기동부지사,2020-10-22,1588-1519
303,2020-10-22,2020-10-22 ~ 2020-10-31,주식회사 화신지엠에스,환경 미화원,계약직,월급,"1,375,000",,무관,무관,무관,,    ,"경기도 부천시 길주로 81 (상동,모건시티703) (상동)",중소,경기동부지사,2020-10-22,1588-1519
304,2020-10-22,2020-10-22 ~ 2020-11-30,쿠팡풀필먼트서비스유한회사,물류 사무원(물류 관리사),상용직,월급,"1,940,000",,무관,무관,무관,,    ,경기도 화성시 동탄물류1로 13 쿠팡 동탄물류센터 (신동),중소,경기동부지사,2020-10-22,1588-1519
305,2020-10-22,2020-10-22 ~ 2020-11-30,에스케이케미칼,세탁원(다림질원),계약직,월급,"1,570,000",,무관,0년개월,무관,,    ,경기도 성남시 분당구 판교로 310 SK케미칼 본사  (삼평동),대기업,경기동부지사,2020-10-28,1588-1519
306,2020-10-22,2020-10-22 ~ 2020-11-27,주식회사 디에프,기타 화학제품 생산기계 조작원,상용직,시급,"8,590",,무관,무관,무관,,    ,경기도 안성시 미양면 미양로 432-15 (주)디에프,중소,경기동부지사,2020-10-22,1588-1519
307,2020-10-22,2020-10-22 ~ 2020-11-20,천안오성고등학교,사무 보조원(공공기관),계약직,월급,"1,886,000",,무관,0년개월,고졸,,    ,충청남도 천안시 서북구 과수원길 27 (성성동),"공사,공공",충남지사,2020-10-22,1588-1519
308,2020-10-22,2020-10-27 ~ 2020-12-04,카페브라우니,음료 조리사(바리스타 포함),상용직,시급,"8,590",,무관,0년개월,무관,,    ,충청남도 서산시 무학로 1881 (예천동) 1층,개인,충남지사,2020-10-27,1588-1519
309,2020-10-22,2020-10-22 ~ 2020-12-31,산림조합중앙회 제주지역본부,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,"8,590",,무관,0년개월,고졸,,자동차운전면허    ,제주특별자치도 제주시 산천단동3길 26 (아라일동),"협회,단체",제주지사,2020-10-29,1588-1519
310,2020-10-21,2020-10-21 ~ 2020-12-31,(주)희림종합건축사사무소,건축가(건축설계 포함),계약직,월급,"2,500,000",,무관,0년개월,대졸,,    ,서울특별시 강남구 광평로56길 12 (수서동),대기업,서울동부지사,2020-10-21,1588-1519
311,2020-10-21,2020-10-21 ~ 2020-11-05,한국산업기술진흥원,사무 보조원(공공기관),계약직,월급,"1,850,000",,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 305 한국기술센터 (역삼동),중소,서울동부지사,2020-10-21,1588-1519
312,2020-10-21,2020-10-21 ~ 2020-10-22,신일토기,도자기 생산기계 조작원,계약직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 하남시 하남대로 514 (천현동),개인,서울동부지사,2020-10-21,1588-1519
313,2020-10-21,2020-10-21 ~ 2020-11-06,SKC솔믹스 주식회사,기타 비금속제품 생산기계 조작원,상용직,월급,"1,990,000",,신입,무관,무관,,    ,경기도 평택시 경기대로 1043 (장당동),대기업,경기동부지사,2020-10-21,1588-1519
314,2020-10-21,2020-10-21 ~ 2020-12-04,동현학교,주방 보조원(일반 음식점),계약직,시급,"8,590",,무관,무관,무관,,    ,경기도 광주시 곤지암읍 광여로 555-55 (연곡리),중소,경기동부지사,2020-10-28,1588-1519
315,2020-10-21,2020-10-21 ~ 2020-11-02,양지초등학교,학교 급식 조리사,계약직,월급,"1,823,000",,신입,0년개월,무관,,    ,경기도 용인시 처인구 양지면 교동로 30 (양지리),중소,경기동부지사,2020-10-21,1588-1519
316,2020-10-21,2020-10-21 ~ 2020-11-30,(주)에이텍에이피,환경 미화원,계약직,월급,"1,000,000",,무관,무관,무관,,    ,경기도 성남시 분당구 판교로 289 (삼평동),중소,경기동부지사,2020-10-27,1588-1519
317,2020-10-21,2020-10-21 ~ 2020-11-20,코모스크린,세탁원(다림질원),상용직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 평택시 청북읍 토진2길 14 코모스크린,개인,경기동부지사,2020-10-21,1588-1519
318,2020-10-21,2020-11-02 ~ 2020-12-25,대성산업,세탁원(다림질원),상용직,시급,"8,590",,무관,무관,무관,,    ,충청남도 보령시 구장터로 25 (대천동),중소,충남지사,2020-11-02,1588-1519
319,2020-10-21,2020-10-21 ~ 2020-11-27,(주)해담솔이십일서천공장,식품 분야 단순 종사원,상용직,시급,"8,590",,무관,무관,무관,,    ,충청남도 서천군 서천읍 대백제로 1176-8 -,중소,충남지사,2020-10-21,1588-1519
320,2020-10-21,2020-11-02 ~ 2020-12-25,아낌없이더주오 영농조합법인,농업 단순 종사원,계약직,시급,"8,590",,무관,0년개월,무관,,    ,충청남도 보령시 청라면 향천리길 67-27 -,중소,충남지사,2020-11-02,1588-1519
321,2020-10-21,2020-10-21 ~ 2020-12-31,해오름 주식회사,기타 목재·종이 기계 조작원,시간제,시급,"8,590",,무관,무관,무관,,    ,충청남도 천안시 동남구 수신면 백자3길 200 해오름 주식회사,중소,충남지사,2020-10-21,1588-1519
322,2020-10-21,2020-10-21 ~ 2020-10-22,(주)신세계백화점,안마사,계약직,월급,"1,700,000",,무관,무관,무관,,    ,서울특별시 중구 소공로 63 (충무로1가),대기업,경기북부지사,2020-10-21,1588-1519
323,2020-10-21,2020-10-21 ~ 2020-10-22,구세군 희망나누미 본부,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,"8,590",,무관,0년개월,무관,,    ,"서울특별시 서대문구 북아현로 73 (북아현동, 예뜰안)1층","협회,단체",경기북부지사,2020-10-21,1588-1519
324,2020-10-21,2020-10-21 ~ 2020-11-13,에스케이가스(주),산업 안전원 및 위험물 관리원,계약직,시급,"8,590",,무관,무관,고졸,,    ,경기도 성남시 분당구 판교로 332 (삼평동),대기업,울산지사,2020-10-21,1588-1519
325,2020-10-21,2020-10-21 ~ 2020-10-30,태광산업주식회사,안마사,계약직,월급,"1,800,000",,무관,0년개월,무관,,안마사    ,서울특별시 중구 동호로 310 (장충동2가),대기업,서울지역본부,2020-10-28,1588-1519
326,2020-10-21,2020-10-21 ~ 2020-12-30,SK건설(주),총무 및 일반 사무원,상용직,월급,"2,500,000",,무관,무관,고졸,,    ,서울특별시 종로구 인사동7길 32  (관훈동),중소,서울지역본부,2020-10-21,1588-1519
327,2020-10-21,2020-10-21 ~ 2020-11-30,(주)두잉피플플러스,주차 관리·안내원,계약직,시급,"8,590",,무관,0년개월,무관,,    ,경기도 성남시 분당구 판교역로 231 (삼평동),중소,서울지역본부,2020-10-28,1588-1519
328,2020-10-21,2020-10-21 ~ 2020-11-20,굿윌스토어은평점,매장 정리원(매장 보조원),계약직,시급,"8,590",,무관,0년개월,무관,,    ,서울특별시 은평구 증산로 325 (증산동) 1층 굿윌스토어 호성1호점,"협회,단체",서울지역본부,2020-10-21,1588-1519
329,2020-10-21,2020-10-21 ~ 2020-10-30,현대캐피탈(주),영업 기획·관리·지원 사무원,계약직,연봉,"30,000,000",,신입,무관,무관,,    ,서울특별시 영등포구 의사당대로 3 현대캐피탈 (여의도동),대기업,서울남부지사,2020-10-21,1588-1519
330,2020-10-21,2020-10-21 ~ 2020-11-03,재단법인 서울산업진흥원,환경 미화원,상용직,월급,"2,120,000",,무관,무관,무관,,    ,서울특별시 마포구 월드컵북로 400  (상암동),중소,서울남부지사,2020-10-21,1588-1519
331,2020-10-21,2020-10-21 ~ 2020-10-23,마포구선거관리위원회,사무 보조원(공공기관),계약직,일급,"69,760",,무관,0년개월,무관,,    ,서울특별시 마포구 숭문길 13 (염리동) 3층,"공사,공공",서울남부지사,2020-10-21,1588-1519
